Asset Type,Date,Usage Time,Last Maintenance Date,Stock Level,Reorder Point,Equipment Status,Usage Pattern
X-Ray Machine,03-08-2023,8,03-08-2023,5,3,Operational,As needed
Anesthesia Machine,03-08-2023,8,03-08-2023,5,3,Operational,As needed
Ventilator,03-08-2023,8,8/22/2023,5,4,Under Maintenance,As needed
Heart Monitor,03-09-2023,8,03-09-2023,5,3,Operational,As needed
X-Ray Machine,03-09-2023,8,03-09-2023,5,3,Operational,As needed
PPE Kit,03-09-2023,5,03-09-2023,2,6,Operational,As needed
Surgical Gloves,03-09-2023,11,03-09-2023,8,9,Operational,As needed
Ventilator,03-09-2023,7,6/26/2023,4,4,Under Maintenance,Daily
MRI Machine,03-09-2023,8,3/30/2023,5,4,Operational,Daily
Anesthesia Machine,03-09-2023,8,03-09-2023,5,3,Operational,As needed
MRI Machine,03-10-2023,4,4/27/2023,1,8,Operational,Daily
Anesthesia Machine,03-10-2023,8,03-10-2023,5,3,Operational,As needed
X-Ray Machine,03-10-2023,8,03-10-2023,5,3,Operational,As needed
Heart Monitor,03-10-2023,8,03-10-2023,5,3,Operational,As needed
Surgical Gloves,03-10-2023,8,03-10-2023,5,9,Operational,As needed
PPE Kit,03-10-2023,5,03-10-2023,2,5,Operational,As needed
MRI Machine,03-11-2023,4,05-06-2023,1,4,Operational,Weekly
Anesthesia Machine,03-11-2023,8,03-11-2023,5,3,Operational,As needed
X-Ray Machine,03-11-2023,8,03-11-2023,5,3,Operational,As needed
Heart Monitor,03-11-2023,8,03-11-2023,5,3,Operational,As needed
PPE Kit,03-11-2023,7,03-11-2023,4,2,Operational,As needed
Surgical Gloves,03-11-2023,7,03-11-2023,4,4,Operational,As needed
PPE Kit,03-12-2023,7,03-12-2023,4,2,Operational,As needed
X-Ray Machine,03-12-2023,8,03-12-2023,5,3,Operational,As needed
Heart Monitor,03-12-2023,8,03-12-2023,5,3,Operational,As needed
Surgical Gloves,03-12-2023,5,03-12-2023,2,1,Operational,As needed
MRI Machine,03-12-2023,7,11-11-2023,4,9,Operational,As needed
Ventilator,03-12-2023,8,9/13/2023,5,1,Operational,Weekly
Anesthesia Machine,03-12-2023,8,03-12-2023,5,3,Operational,As needed
Surgical Gloves,3/13/2023,7,3/13/2023,4,5,Operational,As needed
MRI Machine,3/13/2023,9,05-04-2023,6,3,Under Maintenance,Weekly
Heart Monitor,3/13/2023,8,3/13/2023,5,3,Operational,As needed
X-Ray Machine,3/13/2023,8,3/13/2023,5,3,Operational,As needed
Anesthesia Machine,3/13/2023,8,3/13/2023,5,3,Operational,As needed
PPE Kit,3/13/2023,7,3/13/2023,4,1,Operational,As needed
Heart Monitor,3/14/2023,8,3/14/2023,5,3,Operational,As needed
Anesthesia Machine,3/14/2023,8,3/14/2023,5,3,Operational,As needed
X-Ray Machine,3/14/2023,8,3/14/2023,5,3,Operational,As needed
Ventilator,3/14/2023,7,3/22/2023,4,2,Operational,Weekly
Surgical Gloves,3/14/2023,8,3/14/2023,5,3,Operational,As needed
PPE Kit,3/14/2023,6,3/14/2023,3,8,Operational,As needed
Surgical Gloves,3/15/2023,5,3/15/2023,2,3,Operational,As needed
PPE Kit,3/15/2023,11,3/15/2023,8,8,Operational,As needed
X-Ray Machine,3/15/2023,8,3/15/2023,5,3,Operational,As needed
Heart Monitor,3/15/2023,8,3/15/2023,5,3,Operational,As needed
Anesthesia Machine,3/15/2023,8,3/15/2023,5,3,Operational,As needed
Ventilator,3/15/2023,8,12/31/2023,5,7,Under Maintenance,Weekly
Ventilator,3/16/2023,12,7/23/2023,9,1,Operational,As needed
PPE Kit,3/16/2023,8,3/16/2023,5,4,Operational,As needed
Surgical Gloves,3/16/2023,8,3/16/2023,5,4,Operational,As needed
Heart Monitor,3/16/2023,8,3/16/2023,5,3,Operational,As needed
X-Ray Machine,3/16/2023,8,3/16/2023,5,3,Operational,As needed
Anesthesia Machine,3/16/2023,8,3/16/2023,5,3,Operational,As needed
PPE Kit,3/17/2023,11,3/17/2023,8,8,Operational,As needed
Surgical Gloves,3/17/2023,5,3/17/2023,2,7,Operational,As needed
X-Ray Machine,3/17/2023,8,3/17/2023,5,3,Operational,As needed
Anesthesia Machine,3/17/2023,8,3/17/2023,5,3,Operational,As needed
Ventilator,3/17/2023,4,9/20/2023,1,6,Under Maintenance,Weekly
MRI Machine,3/17/2023,12,12/27/2023,9,9,Under Maintenance,Weekly
Heart Monitor,3/17/2023,8,3/17/2023,5,3,Operational,As needed
MRI Machine,3/18/2023,6,3/24/2023,3,5,Under Maintenance,Daily
Ventilator,3/18/2023,6,10/28/2023,3,7,Operational,As needed
PPE Kit,3/18/2023,6,3/18/2023,3,9,Operational,As needed
Surgical Gloves,3/18/2023,9,3/18/2023,6,5,Operational,As needed
Heart Monitor,3/18/2023,8,3/18/2023,5,3,Operational,As needed
X-Ray Machine,3/18/2023,8,3/18/2023,5,3,Operational,As needed
Anesthesia Machine,3/18/2023,8,3/18/2023,5,3,Operational,As needed
MRI Machine,3/19/2023,12,04-08-2023,9,9,Operational,Daily
X-Ray Machine,3/19/2023,8,3/19/2023,5,3,Operational,As needed
PPE Kit,3/19/2023,12,3/19/2023,9,1,Operational,As needed
Surgical Gloves,3/19/2023,5,3/19/2023,2,5,Operational,As needed
Heart Monitor,3/19/2023,8,3/19/2023,5,3,Operational,As needed
Anesthesia Machine,3/19/2023,8,3/19/2023,5,3,Operational,As needed
PPE Kit,3/20/2023,10,3/20/2023,7,4,Operational,As needed
Surgical Gloves,3/20/2023,12,3/20/2023,9,2,Operational,As needed
Heart Monitor,3/20/2023,8,3/20/2023,5,3,Operational,As needed
X-Ray Machine,3/20/2023,8,3/20/2023,5,3,Operational,As needed
Anesthesia Machine,3/20/2023,8,3/20/2023,5,3,Operational,As needed
Ventilator,3/20/2023,10,07-03-2023,7,1,Under Maintenance,Daily
PPE Kit,3/21/2023,4,3/21/2023,1,8,Operational,As needed
Anesthesia Machine,3/21/2023,8,3/21/2023,5,3,Operational,As needed
X-Ray Machine,3/21/2023,8,3/21/2023,5,3,Operational,As needed
Surgical Gloves,3/21/2023,12,3/21/2023,9,4,Operational,As needed
Ventilator,3/21/2023,9,6/24/2023,6,3,Operational,Daily
MRI Machine,3/21/2023,4,12/22/2023,1,6,Under Maintenance,Weekly
Heart Monitor,3/21/2023,8,3/21/2023,5,3,Operational,As needed
Surgical Gloves,3/22/2023,4,3/22/2023,1,3,Operational,As needed
Heart Monitor,3/22/2023,8,3/22/2023,5,3,Operational,As needed
PPE Kit,3/22/2023,6,3/22/2023,3,9,Operational,As needed
X-Ray Machine,3/22/2023,8,3/22/2023,5,3,Operational,As needed
MRI Machine,3/22/2023,6,01-11-2023,3,3,Under Maintenance,As needed
Anesthesia Machine,3/22/2023,8,3/22/2023,5,3,Operational,As needed
X-Ray Machine,3/23/2023,8,3/23/2023,5,3,Operational,As needed
Heart Monitor,3/23/2023,8,3/23/2023,5,3,Operational,As needed
Surgical Gloves,3/23/2023,10,3/23/2023,7,8,Operational,As needed
PPE Kit,3/23/2023,8,3/23/2023,5,5,Operational,As needed
Anesthesia Machine,3/23/2023,8,3/23/2023,5,3,Operational,As needed
MRI Machine,3/24/2023,5,3/26/2023,2,6,Operational,Weekly
PPE Kit,3/24/2023,9,3/24/2023,6,7,Operational,As needed
Surgical Gloves,3/24/2023,6,3/24/2023,3,3,Operational,As needed
Anesthesia Machine,3/24/2023,8,3/24/2023,5,3,Operational,As needed
Heart Monitor,3/24/2023,8,3/24/2023,5,3,Operational,As needed
X-Ray Machine,3/24/2023,8,3/24/2023,5,3,Operational,As needed
Ventilator,3/24/2023,11,11/30/2023,8,7,Under Maintenance,Weekly
Heart Monitor,3/25/2023,8,3/25/2023,5,3,Operational,As needed
Anesthesia Machine,3/25/2023,8,3/25/2023,5,3,Operational,As needed
MRI Machine,3/25/2023,7,01-06-2023,4,4,Under Maintenance,Daily
Ventilator,3/25/2023,8,9/28/2023,5,5,Operational,Daily
Surgical Gloves,3/25/2023,11,3/25/2023,8,1,Operational,As needed
X-Ray Machine,3/25/2023,8,3/25/2023,5,3,Operational,As needed
PPE Kit,3/25/2023,10,3/25/2023,7,1,Operational,As needed
X-Ray Machine,3/26/2023,8,3/26/2023,5,3,Operational,As needed
Heart Monitor,3/26/2023,8,3/26/2023,5,3,Operational,As needed
Surgical Gloves,3/26/2023,7,3/26/2023,4,7,Operational,As needed
PPE Kit,3/26/2023,12,3/26/2023,9,8,Operational,As needed
Anesthesia Machine,3/26/2023,8,3/26/2023,5,3,Operational,As needed
Ventilator,3/26/2023,12,7/20/2023,9,6,Operational,Weekly
Ventilator,3/27/2023,9,12/15/2023,6,6,Operational,As needed
Anesthesia Machine,3/27/2023,8,3/27/2023,5,3,Operational,As needed
Heart Monitor,3/27/2023,8,3/27/2023,5,3,Operational,As needed
Surgical Gloves,3/27/2023,10,3/27/2023,7,2,Operational,As needed
PPE Kit,3/27/2023,6,3/27/2023,3,1,Operational,As needed
X-Ray Machine,3/27/2023,8,3/27/2023,5,3,Operational,As needed
MRI Machine,3/27/2023,12,6/14/2023,9,3,Operational,Weekly
Heart Monitor,3/28/2023,8,3/28/2023,5,3,Operational,As needed
MRI Machine,3/28/2023,6,12-08-2023,3,3,Under Maintenance,As needed
PPE Kit,3/28/2023,5,3/28/2023,2,1,Operational,As needed
Surgical Gloves,3/28/2023,9,3/28/2023,6,8,Operational,As needed
X-Ray Machine,3/28/2023,8,3/28/2023,5,3,Operational,As needed
Anesthesia Machine,3/28/2023,8,3/28/2023,5,3,Operational,As needed
Ventilator,3/29/2023,5,7/15/2023,2,2,Under Maintenance,Weekly
MRI Machine,3/29/2023,10,03-07-2023,7,3,Under Maintenance,Weekly
Anesthesia Machine,3/29/2023,8,3/29/2023,5,3,Operational,As needed
X-Ray Machine,3/29/2023,8,3/29/2023,5,3,Operational,As needed
PPE Kit,3/29/2023,4,3/29/2023,1,2,Operational,As needed
Surgical Gloves,3/29/2023,7,3/29/2023,4,8,Operational,As needed
Heart Monitor,3/29/2023,8,3/29/2023,5,3,Operational,As needed
Anesthesia Machine,3/30/2023,8,3/30/2023,5,3,Operational,As needed
X-Ray Machine,3/30/2023,8,3/30/2023,5,3,Operational,As needed
Surgical Gloves,3/30/2023,5,3/30/2023,2,5,Operational,As needed
Heart Monitor,3/30/2023,8,3/30/2023,5,3,Operational,As needed
Ventilator,3/30/2023,8,05-05-2023,5,9,Under Maintenance,Daily
MRI Machine,3/30/2023,5,8/14/2023,2,3,Operational,As needed
PPE Kit,3/30/2023,11,3/30/2023,8,6,Operational,As needed
MRI Machine,3/31/2023,5,12/17/2023,2,3,Operational,Weekly
Anesthesia Machine,3/31/2023,8,3/31/2023,5,3,Operational,As needed
X-Ray Machine,3/31/2023,8,3/31/2023,5,3,Operational,As needed
Ventilator,3/31/2023,10,6/23/2023,7,9,Operational,Weekly
Surgical Gloves,3/31/2023,11,3/31/2023,8,8,Operational,As needed
PPE Kit,3/31/2023,11,3/31/2023,8,6,Operational,As needed
Heart Monitor,3/31/2023,8,3/31/2023,5,3,Operational,As needed
PPE Kit,04-01-2023,4,04-01-2023,1,4,Operational,As needed
Surgical Gloves,04-01-2023,9,04-01-2023,6,5,Operational,As needed
Heart Monitor,04-01-2023,8,04-01-2023,5,3,Operational,As needed
X-Ray Machine,04-01-2023,8,04-01-2023,5,3,Operational,As needed
Anesthesia Machine,04-01-2023,8,04-01-2023,5,3,Operational,As needed
Ventilator,04-01-2023,5,01-12-2023,2,1,Operational,Daily
Ventilator,04-02-2023,12,09-12-2023,9,8,Operational,As needed
X-Ray Machine,04-02-2023,8,04-02-2023,5,3,Operational,As needed
Heart Monitor,04-02-2023,8,04-02-2023,5,3,Operational,As needed
Surgical Gloves,04-02-2023,8,04-02-2023,5,5,Operational,As needed
Anesthesia Machine,04-02-2023,8,04-02-2023,5,3,Operational,As needed
PPE Kit,04-02-2023,9,04-02-2023,6,6,Operational,As needed
PPE Kit,04-03-2023,8,04-03-2023,5,7,Operational,As needed
Surgical Gloves,04-03-2023,9,04-03-2023,6,7,Operational,As needed
Heart Monitor,04-03-2023,8,04-03-2023,5,3,Operational,As needed
X-Ray Machine,04-03-2023,8,04-03-2023,5,3,Operational,As needed
Anesthesia Machine,04-03-2023,8,04-03-2023,5,3,Operational,As needed
MRI Machine,04-04-2023,5,3/28/2023,2,9,Operational,As needed
Anesthesia Machine,04-04-2023,8,04-04-2023,5,3,Operational,As needed
X-Ray Machine,04-04-2023,8,04-04-2023,5,3,Operational,As needed
Heart Monitor,04-04-2023,8,04-04-2023,5,3,Operational,As needed
Surgical Gloves,04-04-2023,7,04-04-2023,4,5,Operational,As needed
PPE Kit,04-04-2023,10,04-04-2023,7,2,Operational,As needed
Ventilator,04-05-2023,4,10/14/2023,1,2,Under Maintenance,Daily
Surgical Gloves,04-05-2023,8,04-05-2023,5,7,Operational,As needed
PPE Kit,04-05-2023,12,04-05-2023,9,5,Operational,As needed
Anesthesia Machine,04-05-2023,8,04-05-2023,5,3,Operational,As needed
Heart Monitor,04-05-2023,8,04-05-2023,5,3,Operational,As needed
MRI Machine,04-05-2023,8,12/20/2023,5,5,Under Maintenance,As needed
X-Ray Machine,04-05-2023,8,04-05-2023,5,3,Operational,As needed
X-Ray Machine,04-06-2023,8,04-06-2023,5,3,Operational,As needed
MRI Machine,04-06-2023,5,5/27/2023,2,9,Under Maintenance,Daily
Ventilator,04-06-2023,7,11/19/2023,4,9,Operational,Weekly
Anesthesia Machine,04-06-2023,8,04-06-2023,5,3,Operational,As needed
PPE Kit,04-06-2023,10,04-06-2023,7,9,Operational,As needed
Surgical Gloves,04-06-2023,8,04-06-2023,5,5,Operational,As needed
Heart Monitor,04-06-2023,8,04-06-2023,5,3,Operational,As needed
Heart Monitor,04-07-2023,8,04-07-2023,5,3,Operational,As needed
Surgical Gloves,04-07-2023,7,04-07-2023,4,5,Operational,As needed
PPE Kit,04-07-2023,10,04-07-2023,7,7,Operational,As needed
Anesthesia Machine,04-07-2023,8,04-07-2023,5,3,Operational,As needed
MRI Machine,04-07-2023,9,7/24/2023,6,8,Under Maintenance,Weekly
Ventilator,04-07-2023,7,11-01-2023,4,2,Operational,Daily
X-Ray Machine,04-07-2023,8,04-07-2023,5,3,Operational,As needed
Ventilator,04-08-2023,4,11/16/2023,1,7,Under Maintenance,Daily
Anesthesia Machine,04-08-2023,8,04-08-2023,5,3,Operational,As needed
X-Ray Machine,04-08-2023,8,04-08-2023,5,3,Operational,As needed
Heart Monitor,04-08-2023,8,04-08-2023,5,3,Operational,As needed
Surgical Gloves,04-08-2023,12,04-08-2023,9,9,Operational,As needed
PPE Kit,04-08-2023,9,04-08-2023,6,2,Operational,As needed
Ventilator,04-09-2023,5,3/15/2023,2,6,Operational,Weekly
Surgical Gloves,04-09-2023,8,04-09-2023,5,2,Operational,As needed
PPE Kit,04-09-2023,10,04-09-2023,7,3,Operational,As needed
Heart Monitor,04-09-2023,8,04-09-2023,5,3,Operational,As needed
X-Ray Machine,04-09-2023,8,04-09-2023,5,3,Operational,As needed
Anesthesia Machine,04-09-2023,8,04-09-2023,5,3,Operational,As needed
Anesthesia Machine,04-10-2023,8,04-10-2023,5,3,Operational,As needed
X-Ray Machine,04-10-2023,8,04-10-2023,5,3,Operational,As needed
Heart Monitor,04-10-2023,8,04-10-2023,5,3,Operational,As needed
Ventilator,04-10-2023,7,4/22/2023,4,3,Operational,Weekly
MRI Machine,04-10-2023,8,4/28/2023,5,7,Under Maintenance,Daily
Surgical Gloves,04-10-2023,9,04-10-2023,6,6,Operational,As needed
PPE Kit,04-10-2023,11,04-10-2023,8,4,Operational,As needed
Ventilator,04-11-2023,7,7/18/2023,4,4,Under Maintenance,Daily
PPE Kit,04-11-2023,8,04-11-2023,5,3,Operational,As needed
Surgical Gloves,04-11-2023,10,04-11-2023,7,5,Operational,As needed
Heart Monitor,04-11-2023,8,04-11-2023,5,3,Operational,As needed
Anesthesia Machine,04-11-2023,8,04-11-2023,5,3,Operational,As needed
X-Ray Machine,04-11-2023,8,04-11-2023,5,3,Operational,As needed
PPE Kit,04-12-2023,11,04-12-2023,8,7,Operational,As needed
X-Ray Machine,04-12-2023,8,04-12-2023,5,3,Operational,As needed
Anesthesia Machine,04-12-2023,8,04-12-2023,5,3,Operational,As needed
Ventilator,04-12-2023,4,10/26/2023,1,1,Operational,As needed
MRI Machine,04-12-2023,4,12-04-2023,1,9,Under Maintenance,As needed
Surgical Gloves,04-12-2023,7,04-12-2023,4,7,Operational,As needed
Heart Monitor,04-12-2023,8,04-12-2023,5,3,Operational,As needed
Anesthesia Machine,4/13/2023,8,4/13/2023,5,3,Operational,As needed
MRI Machine,4/13/2023,11,10-06-2023,8,5,Operational,Weekly
Surgical Gloves,4/13/2023,5,4/13/2023,2,5,Operational,As needed
X-Ray Machine,4/13/2023,8,4/13/2023,5,3,Operational,As needed
PPE Kit,4/13/2023,9,4/13/2023,6,3,Operational,As needed
Heart Monitor,4/13/2023,8,4/13/2023,5,3,Operational,As needed
PPE Kit,4/14/2023,11,4/14/2023,8,2,Operational,As needed
Surgical Gloves,4/14/2023,5,4/14/2023,2,4,Operational,As needed
Heart Monitor,4/14/2023,8,4/14/2023,5,3,Operational,As needed
X-Ray Machine,4/14/2023,8,4/14/2023,5,3,Operational,As needed
Anesthesia Machine,4/14/2023,8,4/14/2023,5,3,Operational,As needed
Ventilator,4/14/2023,9,02-01-2023,6,2,Under Maintenance,As needed
X-Ray Machine,4/15/2023,8,4/15/2023,5,3,Operational,As needed
MRI Machine,4/15/2023,5,07-01-2023,2,7,Under Maintenance,Weekly
Heart Monitor,4/15/2023,8,4/15/2023,5,3,Operational,As needed
Surgical Gloves,4/15/2023,4,4/15/2023,1,3,Operational,As needed
PPE Kit,4/15/2023,4,4/15/2023,1,8,Operational,As needed
Anesthesia Machine,4/15/2023,8,4/15/2023,5,3,Operational,As needed
Ventilator,4/15/2023,4,8/20/2023,1,3,Under Maintenance,Weekly
Heart Monitor,4/16/2023,8,4/16/2023,5,3,Operational,As needed
Anesthesia Machine,4/16/2023,8,4/16/2023,5,3,Operational,As needed
X-Ray Machine,4/16/2023,8,4/16/2023,5,3,Operational,As needed
Surgical Gloves,4/16/2023,7,4/16/2023,4,8,Operational,As needed
PPE Kit,4/16/2023,7,4/16/2023,4,3,Operational,As needed
X-Ray Machine,4/17/2023,8,4/17/2023,5,3,Operational,As needed
Heart Monitor,4/17/2023,8,4/17/2023,5,3,Operational,As needed
Surgical Gloves,4/17/2023,6,4/17/2023,3,3,Operational,As needed
Anesthesia Machine,4/17/2023,8,4/17/2023,5,3,Operational,As needed
PPE Kit,4/17/2023,12,4/17/2023,9,3,Operational,As needed
MRI Machine,4/17/2023,7,6/20/2023,4,8,Operational,Weekly
Ventilator,4/17/2023,4,12/20/2023,1,2,Under Maintenance,Weekly
Surgical Gloves,4/18/2023,8,4/18/2023,5,9,Operational,As needed
Heart Monitor,4/18/2023,8,4/18/2023,5,3,Operational,As needed
X-Ray Machine,4/18/2023,8,4/18/2023,5,3,Operational,As needed
Anesthesia Machine,4/18/2023,8,4/18/2023,5,3,Operational,As needed
PPE Kit,4/18/2023,7,4/18/2023,4,2,Operational,As needed
X-Ray Machine,4/19/2023,8,4/19/2023,5,3,Operational,As needed
MRI Machine,4/19/2023,6,06-04-2023,3,7,Operational,Daily
PPE Kit,4/19/2023,4,4/19/2023,1,3,Operational,As needed
Surgical Gloves,4/19/2023,12,4/19/2023,9,2,Operational,As needed
Heart Monitor,4/19/2023,8,4/19/2023,5,3,Operational,As needed
Anesthesia Machine,4/19/2023,8,4/19/2023,5,3,Operational,As needed
Surgical Gloves,4/20/2023,5,4/20/2023,2,5,Operational,As needed
Heart Monitor,4/20/2023,8,4/20/2023,5,3,Operational,As needed
X-Ray Machine,4/20/2023,8,4/20/2023,5,3,Operational,As needed
Anesthesia Machine,4/20/2023,8,4/20/2023,5,3,Operational,As needed
Ventilator,4/20/2023,9,06-03-2023,6,4,Under Maintenance,Daily
PPE Kit,4/20/2023,10,4/20/2023,7,5,Operational,As needed
PPE Kit,4/21/2023,4,4/21/2023,1,4,Operational,As needed
Surgical Gloves,4/21/2023,9,4/21/2023,6,3,Operational,As needed
Heart Monitor,4/21/2023,8,4/21/2023,5,3,Operational,As needed
MRI Machine,4/21/2023,11,11/26/2023,8,1,Operational,As needed
X-Ray Machine,4/21/2023,8,4/21/2023,5,3,Operational,As needed
Anesthesia Machine,4/21/2023,8,4/21/2023,5,3,Operational,As needed
PPE Kit,4/22/2023,7,4/22/2023,4,9,Operational,As needed
Heart Monitor,4/22/2023,8,4/22/2023,5,3,Operational,As needed
MRI Machine,4/22/2023,10,01-07-2023,7,2,Under Maintenance,Weekly
Ventilator,4/22/2023,12,11-02-2023,9,3,Operational,Daily
Surgical Gloves,4/22/2023,10,4/22/2023,7,1,Operational,As needed
X-Ray Machine,4/22/2023,8,4/22/2023,5,3,Operational,As needed
Anesthesia Machine,4/22/2023,8,4/22/2023,5,3,Operational,As needed
Anesthesia Machine,4/23/2023,8,4/23/2023,5,3,Operational,As needed
Heart Monitor,4/23/2023,8,4/23/2023,5,3,Operational,As needed
Surgical Gloves,4/23/2023,8,4/23/2023,5,1,Operational,As needed
X-Ray Machine,4/23/2023,8,4/23/2023,5,3,Operational,As needed
Ventilator,4/23/2023,4,04-06-2023,1,2,Operational,Weekly
PPE Kit,4/23/2023,7,4/23/2023,4,4,Operational,As needed
MRI Machine,4/24/2023,4,10-11-2023,1,7,Under Maintenance,As needed
Ventilator,4/24/2023,11,1/14/2023,8,2,Operational,As needed
PPE Kit,4/24/2023,5,4/24/2023,2,9,Operational,As needed
Surgical Gloves,4/24/2023,8,4/24/2023,5,9,Operational,As needed
X-Ray Machine,4/24/2023,8,4/24/2023,5,3,Operational,As needed
Anesthesia Machine,4/24/2023,8,4/24/2023,5,3,Operational,As needed
Heart Monitor,4/24/2023,8,4/24/2023,5,3,Operational,As needed
PPE Kit,4/25/2023,5,4/25/2023,2,8,Operational,As needed
Surgical Gloves,4/25/2023,5,4/25/2023,2,3,Operational,As needed
Heart Monitor,4/25/2023,8,4/25/2023,5,3,Operational,As needed
X-Ray Machine,4/25/2023,8,4/25/2023,5,3,Operational,As needed
Anesthesia Machine,4/25/2023,8,4/25/2023,5,3,Operational,As needed
Ventilator,4/25/2023,6,11/19/2023,3,1,Under Maintenance,Weekly
MRI Machine,4/25/2023,6,6/24/2023,3,9,Operational,Weekly
Anesthesia Machine,4/26/2023,8,4/26/2023,5,3,Operational,As needed
X-Ray Machine,4/26/2023,8,4/26/2023,5,3,Operational,As needed
Heart Monitor,4/26/2023,8,4/26/2023,5,3,Operational,As needed
Surgical Gloves,4/26/2023,6,4/26/2023,3,8,Operational,As needed
PPE Kit,4/26/2023,11,4/26/2023,8,6,Operational,As needed
Surgical Gloves,4/27/2023,6,4/27/2023,3,9,Operational,As needed
PPE Kit,4/27/2023,9,4/27/2023,6,8,Operational,As needed
Anesthesia Machine,4/27/2023,8,4/27/2023,5,3,Operational,As needed
Heart Monitor,4/27/2023,8,4/27/2023,5,3,Operational,As needed
X-Ray Machine,4/27/2023,8,4/27/2023,5,3,Operational,As needed
MRI Machine,4/27/2023,10,11/23/2023,7,5,Operational,Weekly
Ventilator,4/27/2023,11,03-09-2023,8,3,Operational,As needed
Anesthesia Machine,4/28/2023,8,4/28/2023,5,3,Operational,As needed
Surgical Gloves,4/28/2023,5,4/28/2023,2,4,Operational,As needed
PPE Kit,4/28/2023,8,4/28/2023,5,7,Operational,As needed
MRI Machine,4/28/2023,11,6/29/2023,8,7,Operational,Weekly
Ventilator,4/28/2023,12,8/24/2023,9,9,Operational,Weekly
X-Ray Machine,4/28/2023,8,4/28/2023,5,3,Operational,As needed
Heart Monitor,4/28/2023,8,4/28/2023,5,3,Operational,As needed
PPE Kit,4/29/2023,9,4/29/2023,6,3,Operational,As needed
Surgical Gloves,4/29/2023,10,4/29/2023,7,2,Operational,As needed
X-Ray Machine,4/29/2023,8,4/29/2023,5,3,Operational,As needed
Anesthesia Machine,4/29/2023,8,4/29/2023,5,3,Operational,As needed
Heart Monitor,4/29/2023,8,4/29/2023,5,3,Operational,As needed
Ventilator,4/29/2023,6,12/15/2023,3,3,Under Maintenance,Daily
MRI Machine,4/29/2023,4,2/23/2023,1,1,Operational,Daily
Anesthesia Machine,4/30/2023,8,4/30/2023,5,3,Operational,As needed
X-Ray Machine,4/30/2023,8,4/30/2023,5,3,Operational,As needed
Heart Monitor,4/30/2023,8,4/30/2023,5,3,Operational,As needed
Surgical Gloves,4/30/2023,4,4/30/2023,1,4,Operational,As needed
Ventilator,4/30/2023,10,5/25/2023,7,2,Under Maintenance,Daily
